4,1677432,1
4,1677434,2
4,1677435,3
4,1677436,4
4,1677437,5
5,1678374,1
6,1678371,1
7,1678414,1
10,1689012,1
10,1689013,2
11,1689201,1
11,1689202,2
11,1689203,3
12,1689483,1
13,1689078,1
13,1689079,2
14,1689496,1
14,1689500,2
15,1689084,1
15,1689085,2
15,1689086,3
16,1689617,1
16,1689619,2
16,1689630,3
17,1689271,1
17,1689273,2
17,1689274,3
17,1689276,4
17,1689278,5
17,1689280,6
17,1689281,7
18,1689566,1
18,1689567,2
19,1689109,1
19,1689110,2
20,1689232,1
20,1689233,2
20,1689234,3
20,1689236,4
21,1689252,1
21,1689253,2
22,1689025,1
22,1689026,2
23,1689671,1
23,1689672,2
24,1689720,1
25,1689722,1
25,1689723,2
26,1689190,1
27,1684845,1
27,1684846,2
28,1684860,1
28,1689067,2
30,1689245,1
30,1689246,2
30,1689247,3
31,1689324,1
31,1689325,2
32,1689260,1
33,1689262,1
34,1689277,1
35,1689286,1
36,1689587,1
36,1689588,2
36,1689589,3
36,1689595,4
37,1689315,1
38,1689314,1
39,1689311,1
40,1689295,1
41,1689300,1
42,1689329,1
43,1748637,1
43,1748638,2
43,1748639,3
44,1689195,1
44,1689196,2
45,1689199,1
46,1689210,1
46,1689211,2
46,1689212,3
48,1684152,1
48,1684204,2
49,1684223,1
49,1684225,2
50,1686077,1
50,1686078,2
50,1686079,3
51,1686164,1
51,1686166,2
52,1686204,1
52,1686205,2
53,1686262,1
53,1686263,2
54,1686271,1
54,1686273,2
54,1686274,3
55,1686584,1
56,1686577,1
57,1686301,1
57,1686302,2
58,1686587,1
59,1686588,1
59,1686590,2
59,1686592,3
60,1686621,1
60,1686622,2
60,1686623,3
61,1686658,1
61,1686659,2
61,1686660,3
62,1686685,1
63,1686637,1
65,1687125,1
65,1687126,2
66,1687129,1
66,1687130,2
66,1687131,3
67,1688631,1
67,1688632,2
67,1688633,3
68,1688637,1
69,1688652,1
69,1688653,2
69,1688654,3
70,1688658,1
71,1688703,1
71,1688704,2
72,1688710,1
72,1688711,2
73,1688666,1
74,1688719,1
75,1688722,1
76,1687058,1
76,1687059,2
77,1687071,1
78,1687063,1
78,1687064,2
78,1687065,3
79,1687083,1
80,1687016,1
80,1687017,2
81,1686999,1
82,1687011,1
82,1687012,2
83,1686947,1
83,1686949,2
83,1686950,3
83,1686951,4
83,1686982,5
84,1686889,1
84,1686890,2
85,1686888,1
86,1686909,1
88,1690899,1
89,1691033,1
90,1690878,1
91,1690951,1
92,1690838,1
93,1691340,1
94,1691427,1
95,1691447,1
96,1690397,1
97,1690408,1
97,1690409,2
98,1690376,1
98,1690377,2
98,1691432,3
99,1690354,1
100,1691170,1
100,1691172,2
101,1691103,1
102,1691043,1
102,1691045,2
103,1691075,1
104,1691305,1
105,1691203,1
106,1691068,1
107,1691254,1
107,1691257,2
108,1690467,1
109,1690477,1
109,1690478,2
110,1690417,1
111,1691411,1
111,1691413,2
112,1691433,1
113,1690598,1
114,1690487,1
115,1691294,1
115,1691297,2
117,1688910,1
118,1688892,1
118,1688894,2
119,1688905,1
119,1688907,2
120,1688770,1
120,1688771,2
120,1688775,3
121,1688854,1
122,1688778,1
122,1688779,2
123,1688919,1
123,1688920,2
124,1688954,1
124,1688955,2
125,1688967,1
125,1688968,2
126,1689132,1
126,1689133,2
127,1689070,1
128,1689000,1
128,1689005,2
129,1689097,1
129,1689098,2
130,1689074,1
130,1689075,2
131,1689087,1
131,1689088,2
133,1687647,1
133,1687648,2
133,1687649,3
134,1687085,1
134,1687086,2
134,1687087,3
134,1687088,4
135,1687572,1
135,1687573,2
136,1687437,1
136,1687439,2
137,1687486,1
137,1687487,2
137,1687488,3
138,1687615,1
139,1687539,1
139,1687541,2
139,1687559,3
140,1688608,1
140,1688610,2
140,1688611,3
140,1688613,4
140,1688614,5
140,1688615,6
140,1688617,7
140,1688618,8
140,1688619,9
141,1687503,1
142,1687066,1
142,1687067,2
143,1687659,1
143,1687662,2
143,1687665,3
144,1687053,1
144,1687054,2
144,1687055,3
144,1687056,4
145,1687616,1
146,1687619,1
147,1687051,1
147,1687052,2
149,1683934,1
149,1683935,2
150,1683900,1
151,1727274,1
152,1683930,1
153,1683972,1
154,1684133,1
155,1683992,1
156,1684030,1
157,1684056,1
158,1684042,1
159,1684111,1
160,1684000,1
162,1689122,1
162,1689123,2
163,1689128,1
164,1689135,1
164,1689136,2
165,1689186,1
166,1689205,1
166,1689206,2
167,1689228,1
167,1689229,2
167,1689230,3
168,1689267,1
168,1689269,2
168,1689270,3
168,1689272,4
168,1689275,5
169,1689312,1
170,1689316,1
170,1689317,2
171,1689341,1
172,1689344,1
172,1689345,2
173,1689478,1
173,1689479,2
174,1689516,1
175,1689543,1
175,1689544,2
176,1689612,1
176,1689613,2
177,1689633,1
177,1689634,2
178,1689641,1
178,1689642,2
179,1689674,1
179,1689675,2
180,1689714,1
181,1689719,1
183,1688832,1
184,1688834,1
184,1688835,2
185,1688881,1
185,1688883,2
186,1688912,1
187,1688913,1
187,1688914,2
188,1688915,1
189,1688916,1
189,1688917,2
191,1684610,1
191,1684611,2
192,1684868,1
192,1712116,2
193,1684960,1
194,1684757,1
195,1684624,1
195,1684625,2
196,1684768,1
197,1684771,1
198,1684783,1
199,1684786,1
201,1689680,1
202,1685003,1
203,1684982,1
205,1690659,1
205,1690660,2
205,1690661,3
205,1690662,4
206,1690844,1
206,1690845,2
206,1690846,3
207,1690757,1
207,1690758,2
208,1690920,1
208,1690921,2
208,1690924,3
209,1690905,1
210,1690956,1
210,1690957,2
210,1690958,3
210,1690959,4
211,1691016,1
211,1691018,2
214,1689715,1
214,1689716,2
215,1689690,1
215,1689691,2
216,1689742,1
217,1689753,1
218,1689768,1
219,1690386,1
219,1690388,2
219,1690390,3
220,1745895,1
220,1745896,2
220,1745918,3
221,1690402,1
221,1690403,2
223,1691550,1
223,1691551,2
224,1691092,1
224,1691094,2
225,1691539,1
225,1691540,2
225,1691542,3
226,1691570,1
226,1691571,2
226,1691572,3
227,1691580,1
227,1691581,2
227,1691583,3
228,1690733,1
228,1690734,2
228,1690735,3
229,1691526,1
229,1691528,2
230,1691517,1
231,1690873,1
231,1690875,2
231,1690876,3
232,1691148,1
232,1691149,2
232,1691151,3
232,1691152,4
233,1691074,1
234,1690392,1
234,1690393,2
234,1690394,3
234,1690395,4
235,1691576,1
235,1691577,2
237,1691466,1
237,1691467,2
237,1691468,3
238,1691439,1
238,1691440,2
239,1691437,1
240,1691423,1
240,1691424,2
241,1691482,1
242,1691476,1
243,1691510,1
243,1691511,2
244,1691418,1
244,1691419,2
245,1691442,1
245,1691443,2
245,1691444,3
245,1691445,4
246,1691396,1
246,1691397,2
247,1691375,1
247,1691378,2
247,1691387,3
249,1678516,1
249,1678517,2
249,1678518,3
250,1684356,1
251,1684328,1
252,1684538,1
253,1684407,1
253,1684410,2
254,1684381,1
255,1684364,1
256,1678479,1
257,1684367,1
257,1684368,2
258,1678439,1
258,1678441,2
260,1690472,1
260,1690473,2
260,1690474,3
261,1690556,1
262,1690481,1
263,1690482,1
264,1690480,1
265,1690476,1
266,1690484,1
267,1690479,1
268,1690483,1
271,1240346,1
272,1240462,1
273,1240803,1
274,1239666,1
275,1240062,1
276,1239892,1
277,1240327,1
278,1239670,1
279,1239732,1
280,1239682,1
281,1240293,1
282,1240568,1
283,1240779,1
284,1240784,1
285,1239979,1
286,1239640,1
287,1240282,1
288,1239623,1
289,1240544,1
290,1240720,1
291,1240510,1
292,1239626,1
293,1240600,1
294,1240252,1
295,1240619,1
296,1240405,1
297,1240389,1
298,1239656,1
300,1242940,1
301,1242989,1
302,1244254,1
303,1244484,1
304,1244468,1
305,1244478,1
306,1244429,1
307,1244670,1
308,1244161,1
309,1248272,1
310,1243232,1
311,1243119,1
312,1244316,1
313,1244298,1
313,1244299,2
314,1244689,1
315,1244486,1
316,1244490,1
317,1244412,1
318,1244393,1
319,1244683,1
320,1243087,1
321,1244651,1
322,1242970,1
323,1244354,1
324,1244336,1
325,1243162,1
326,1243184,1
327,1244491,1
328,1244325,1
329,1243191,1
330,1243203,1
331,1244458,1
332,1244379,1
333,1243348,1
334,1244498,1
336,1237149,1
337,1237384,1
338,1237469,1
338,1237470,2
339,1237523,1
340,1237155,1
341,1237354,1
342,1237465,1
343,1237539,1
344,1237532,1
345,1237557,1
346,1237258,1
346,1237259,2
347,1237277,1
348,1237248,1
349,1237424,1
350,1237511,1
351,1237120,1
352,1237406,1
353,1237543,1
354,1237374,1
355,1237293,1
356,1237497,1
357,1237483,1
358,1237437,1
359,1237161,1
360,1237186,1
361,1237212,1
362,1237419,1
363,1237529,1
364,1237399,1
365,1237112,1
366,1237515,1
367,1237339,1
368,1237333,1
370,1224482,1
370,1224483,2
370,1224484,3
370,1224485,4
370,1224486,5
371,1224787,1
371,1224788,2
372,1224792,1
372,1224793,2
373,1224783,1
374,1224777,1
375,1224465,1
375,1224466,2
376,1224469,1
377,1224471,1
378,1224478,1
379,1224825,1
379,1224826,2
379,1224827,3
380,1224476,1
381,1224839,1
382,1224518,1
382,1224519,2
383,1224475,1
384,1224816,1
384,1224817,2
385,1224773,1
385,1224774,2
386,1224468,1
387,1224819,1
