32691,1736126,1
32691,1736127,2
32691,1736128,3
32691,1736129,4
32691,1736130,5
32691,1736131,6
32691,1736132,7
32691,1736133,8
32691,1736134,9
32691,1736135,10
32691,1736136,11
32691,1736137,12
32691,1736138,13
32691,1736139,14
32691,1736140,15
32691,1736141,16
32691,1736143,17
32691,1736144,18
32691,1736145,19
32691,1736146,20
32691,1736147,21
32692,1733109,1
32692,1733111,2
32692,1733113,3
32692,1733114,4
32692,1733116,5
32692,1733117,6
32692,1733119,7
32692,1733120,8
32692,1733123,9
32692,1733124,10
32692,1733125,11
32692,1733127,12
32693,1736557,1
32693,1736558,2
32693,1736559,3
32693,1736560,4
32693,1736561,5
32693,1736562,6
32693,1736563,7
32693,1736564,8
32693,1736565,9
32693,1736566,10
32693,1736567,11
32693,1736568,12
32693,1736573,13
32693,1736574,14
32693,1736575,15
32693,1736576,16
32693,1736577,17
32693,1736579,18
32694,1733271,1
32694,1733272,2
32694,1733273,3
32694,1733275,4
32694,1733278,5
32694,1733280,6
32694,1733284,7
32694,1733292,8
32694,1733294,9
32694,1733296,10
32695,1732223,1
32695,1732224,2
32695,1732225,3
32695,1732226,4
32695,1732227,5
32695,1732228,6
32695,1732229,7
32695,1732230,8
32695,1732231,9
32695,1732232,10
32695,1732233,11
32695,1732234,12
32695,1732236,13
32695,1732237,14
32695,1732238,15
32695,1732239,16
32695,1732240,17
32695,1732241,18
32695,1732242,19
32695,1732243,20
32696,1733621,1
32696,1733623,2
32696,1733624,3
32696,1733625,4
32696,1733626,5
32696,1733627,6
32696,1733628,7
32696,1733629,8
32696,1733630,9
32696,1733631,10
32696,1733632,11
32696,1733633,12
32696,1733634,13
32697,1731267,1
32697,1731268,2
32697,1731269,3
32697,1731270,4
32697,1731271,5
32697,1731274,6
32697,1731275,7
32697,1731276,8
32697,1731277,9
32697,1731278,10
32697,1731279,11
32697,1731280,12
32698,1736511,1
32698,1736512,2
32698,1736513,3
32698,1736514,4
32698,1736515,5
32698,1736516,6
32698,1736517,7
32698,1736518,8
32698,1736519,9
32698,1736520,10
32698,1736521,11
32698,1736522,12
32698,1736523,13
32698,1736526,14
32699,1731230,1
32699,1731231,2
32699,1731232,3
32699,1731233,4
32699,1731234,5
32699,1731235,6
32699,1731236,7
32699,1731237,8
32700,1732307,1
32700,1732308,2
32700,1732309,3
32700,1732310,4
32700,1732311,5
32700,1732312,6
32700,1732313,7
32700,1732314,8
32700,1732315,9
32700,1732316,10
32700,1732317,11
32700,1732318,12
32700,1732319,13
32700,1732320,14
32700,1732321,15
32700,1732322,16
32701,1733177,1
32701,1733178,2
32701,1733179,3
32701,1733180,4
32701,1733181,5
32701,1733184,6
32702,1734433,1
32702,1734434,2
32702,1734435,3
32702,1734436,4
32702,1734437,5
32702,1734438,6
32703,1728368,1
32703,1728369,2
32703,1728370,3
32703,1728371,4
32703,1728372,5
32703,1728373,6
32703,1728374,7
32703,1728375,8
32704,1734131,1
32704,1734132,2
32704,1734134,3
32704,1734135,4
32704,1734138,5
32704,1734141,6
32704,1734142,7
32704,1734144,8
32704,1734145,9
32704,1734147,10
32704,1734148,11
32704,1734149,12
32704,1734150,13
32705,1731315,1
32705,1731316,2
32705,1731317,3
32705,1731318,4
32705,1731319,5
32705,1731320,6
32705,1731321,7
32706,1733517,1
32706,1733518,2
32706,1733519,3
32706,1733520,4
32706,1733521,5
32706,1733522,6
32706,1733523,7
32706,1733524,8
32706,1733525,9
32706,1733526,10
32706,1733528,11
32706,1733530,12
32706,1733533,13
32706,1733535,14
32706,1733536,15
32706,1733537,16
32708,1740890,1
32708,1740891,2
32708,1740892,3
32708,1740893,4
32708,1740894,5
32708,1740895,6
32708,1740896,7
32708,1740897,8
32708,1740898,9
32708,1740899,10
32708,1740900,11
32708,1740901,12
32709,1550650,1
32709,1550651,2
32709,1550652,3
32709,1550653,4
32709,1550654,5
32709,1550655,6
32709,1550656,7
32709,1550657,8
32709,1550658,9
32709,1550659,10
32709,1550660,11
32709,1550661,12
32709,1550662,13
32709,1550663,14
32709,1681480,15
32710,1740666,1
32710,1740668,2
32710,1740670,3
32711,1738102,1
32711,1738103,2
32711,1738104,3
32711,1738105,4
32711,1738106,5
32712,1738073,1
32712,1738074,2
32712,1738075,3
32712,1738076,4
32712,1738077,5
32712,1738078,6
32713,1550664,1
32713,1550665,2
32713,1550666,3
32713,1550667,4
32713,1550668,5
32713,1550669,6
32713,1550670,7
32713,1550671,8
32713,1550672,9
32713,1550673,10
32714,1741026,1
32714,1741027,2
32714,1741028,3
32714,1741029,4
32714,1741030,5
32714,1741031,6
32714,1741032,7
32715,1740726,1
32715,1740729,2
32715,1740731,3
32715,1740733,4
32715,1740736,5
32715,1740739,6
32715,1740741,7
32715,1740742,8
32715,1740744,9
32715,1740746,10
32715,1740748,11
32715,1740750,12
32715,1740752,13
32715,1740754,14
32715,1740756,15
32716,1736689,1
32716,1736690,2
32716,1736691,3
32716,1736692,4
32716,1736693,5
32716,1736694,6
32716,1736695,7
32716,1736696,8
32716,1736697,9
32716,1736698,10
32716,1736699,11
32716,1736700,12
32716,1736701,13
32716,1736702,14
32716,1736703,15
32716,1736704,16
32716,1736705,17
32716,1736706,18
32716,1736707,19
32716,1736708,20
32716,1736709,21
32716,1736710,22
32717,1736723,1
32717,1736724,2
32717,1736725,3
32718,1736714,1
32718,1736715,2
32718,1736716,3
32718,1736717,4
32718,1736718,5
32718,1736719,6
32719,1736727,1
32719,1736728,2
32719,1736729,3
32719,1736730,4
32719,1736731,5
32719,1736732,6
32719,1736733,7
32719,1736734,8
32719,1736735,9
32720,1550674,1
32720,1550675,2
32720,1550676,3
32720,1550677,4
32720,1550678,5
32720,1550679,6
32720,1550680,7
32720,1550681,8
32721,1738058,1
32721,1738059,2
32721,1738060,3
32721,1738061,4
32721,1738062,5
32721,1738063,6
32721,1738064,7
32721,1738065,8
32721,1738066,9
32721,1738067,10
32722,1740435,1
32722,1740436,2
32722,1740438,3
32722,1740440,4
32722,1740441,5
32722,1740442,6
32722,1740443,7
32722,1740444,8
32722,1740445,9
32722,1740446,10
32722,1740447,11
32722,1740448,12
32723,1738051,1
32723,1738052,2
32723,1738053,3
32723,1738054,4
32723,1738055,5
32725,1550682,1
32725,1550683,2
32725,1550684,3
32725,1550685,4
32725,1550686,5
32726,1550687,1
32726,1550688,2
32726,1550689,3
32726,1550690,4
32727,1550691,1
32727,1550692,2
32727,1550693,3
32727,1550694,4
32727,1550695,5
32727,1550696,6
32727,1550697,7
32727,1550698,8
32727,1550699,9
32727,1550700,10
32728,1550701,1
32728,1550702,2
32728,1550703,3
32728,1550704,4
32728,1550705,5
32728,1550706,6
32728,1550707,7
32728,1550708,8
32729,1550709,1
32729,1550710,2
32729,1550711,3
32729,1550712,4
32729,1550713,5
32729,1550714,6
32729,1550715,7
32729,1550716,8
32729,1550717,9
32729,1550718,10
32730,1550719,1
32730,1550720,2
32730,1550721,3
32730,1550722,4
32731,1550723,1
32731,1550724,2
32731,1550725,3
32731,1550726,4
32731,1550727,5
32731,1550728,6
32731,1550729,7
32732,1550730,1
32732,1550731,2
32732,1550732,3
32732,1550733,4
32732,1550734,5
32732,1550735,6
32732,1550736,7
32732,1550737,8
32732,1550738,9
32732,1550739,10
32732,1550740,11
32733,1550741,1
32733,1550742,2
32733,1550743,3
32733,1550744,4
32733,1550745,5
32733,1681553,6
32734,1550746,1
32734,1550747,2
32734,1550748,3
32734,1550749,4
32734,1550750,5
32734,1550751,6
32734,1550752,7
32734,1550753,8
32734,1550754,9
32734,1550755,10
32734,1681555,11
32735,1550756,1
32735,1550757,2
32735,1550758,3
32735,1550759,4
32735,1550760,5
32735,1550761,6
32735,1550762,7
32735,1550763,8
32735,1550764,9
32736,1550765,1
32736,1550766,2
32736,1550767,3
32736,1550768,4
32736,1550769,5
32736,1550770,6
32736,1550771,7
32737,1550772,1
32737,1550773,2
32737,1550774,3
32737,1550775,4
32737,1550776,5
32737,1550777,6
32737,1550778,7
32738,1550779,1
32738,1550780,2
32738,1550781,3
32738,1550782,4
32739,1550783,1
32739,1550784,2
32740,1550785,1
32740,1550786,2
32740,1550787,3
32740,1550788,4
32740,1550789,5
32741,1550791,1
32741,1550792,2
32741,1550793,3
32741,1550794,4
32741,1550795,5
32741,1550796,6
32741,1550797,7
32741,1550798,8
32743,1550804,1
32743,1550805,2
32743,1550806,3
32743,1550807,4
32743,1550808,5
32743,1550809,6
32743,1550810,7
32743,1550811,8
32743,1550812,9
32743,1550813,10
32743,1550814,11
32743,1550815,12
32744,1550816,1
32744,1550817,2
32744,1550818,3
32744,1550819,4
32744,1550820,5
32744,1550821,6
32744,1550822,7
32744,1550823,8
32744,1550824,9
32744,1550825,10
32744,1550826,11
32744,1550827,12
32745,1550828,1
32745,1550829,2
32745,1550830,3
32745,1550831,4
32745,1550832,5
32745,1550833,6
32745,1550834,7
32745,1550835,8
32745,1550836,9
32746,1550837,1
32746,1550838,2
32746,1550839,3
32746,1550840,4
32746,1550841,5
32746,1550842,6
32746,1550843,7
32746,1550844,8
32746,1550845,9
32746,1550846,10
32746,1550847,11
32746,1550848,12
32746,1550849,13
